NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
Radha Krishna Fast Food Centre,400,Chinese,,,,,,,,,,
Anniyam,350,South Indian,,,,,,,,,,
Blend N Brew,1600,North Indian,,,,,,,,,,
Bliss Veg Resto,200,South Indian,,,,,,,,,,
Tao 9,600,Chinese,,,,,,,,,,
Global Buffet - Svenska Design Hotel,1500,Continental,,,,,,,,,,
Gopi,300,Chinese,,,,,,,,,,
# Spice Love,200,Chinese,Mumbai,Mira Road,https://www.zomato.com/mumbai/spice-love-2-mira-road/info,145,Quick Bites,11am to 1230AM(Mon-Sun),None,NEW,NEW,
Lime And Spice,700,Mughlai,,,,,,,,,,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
Femistic Chinese,700,Chinese,,,,,,,,,,
Love & Pastries,400,Bakery,,,,,,,,,,
Tamnak Thai,2500,Thai,Mumbai,Dadar Shivaji Park,https://www.zomato.com/mumbai/tamnak-thai-dadar-shivaji-park/info,146,Fine Dining,12noon to 330pm,,,,
WTC Pasta,300,Fast Food,Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/wtc-pasta-1-andheri-lokhandwala/info,146,Quick Bites,12noon to 3am(Mon-Sun),Average,2.9,25,
Red Chilly,500,Chinese,,,,,,,,,,
New Garam Masala,700,Chinese,,,,,,,,,,
Vishwakamal,550,North Indian,,,,,,,,,,
Cafe Ajwaa,400,Chinese,,,,,,,,,,
Sai Krupa Bar & Restaurant,400,Chinese,,,,,,,,,,
Samrat Yash,350,Maharashtrian,,,,,,,,,,
Venus Pure Veg,400,North Indian,,,,,,,,,,
The Great Punjab,1500,Seafood,,,,,,,,,,
Shri Sainath,350,Chinese,Mumbai,Malad West,https://www.zomato.com/mumbai/shri-sainath-malad-west/info,146,Quick Bites,1130am to 3pm,,,,
Curry Me Up,600,North Indian,,,,,,,,,,
Shree Corn Nation,150,Fast Food,Mumbai,Kandivali West,https://www.zomato.com/mumbai/shree-corn-nation-kandivali-west/info,146,Quick Bites,4pm to 4am(Mon-Sun),Good,3.7,35,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
420 Express,500,Fast Food,,,,,,,,,,
YumYumSouth,600,South Indian,,,,,,,,,,
World In A Bowl,500,Continental,,,,,,,,,,
Knight Owl,750,North Indian,,,,,,,,,,
Midnight Hunger,350,North Indian,,,,,,,,,,
Dessert Treat,400,Bakery,,,,,,,,,,
Express Food Corner,400,Mughlai,,,,,,,,,,
Ice Cream Co.,300,Ice Cream,,,,,,,,,,
Luqmaa,400,North Indian,,,,,,,,,,
Chawla's 2 online.com,700,Chinese,,,,,,,,,,
SpiceKraft,1000,North Indian,,,,,,,,,,
Mughlai Foods,300,Biryani,,,,,,,,,,
Dum Biryani,500,Biryani,,,,,,,,,,
Ameixing Chinese,350,Chinese,,,,,,,,,,
Litti Express,700,Biryani,,,,,,,,,,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
The Binge Kitchen,500,North Indian,,,,,,,,,,
Food Lover Chinese Cuisine,200,Chinese,Mumbai,Chembur,https://www.zomato.com/mumbai/food-lover-chinese-cuisine-chembur/info,148,Quick Bites,1pm to 1am(Mon-Sun),Average,3.4,29,
DAZZEL,1200,Italian,,,,,,,,,,
Cafe Faisal,400,Chinese,,,,,,,,,,
WCH-Waffle Cheela House,250,Desserts,,,,,,,,,,
Kosho,700,North Indian,,,,,,,,,,
Food Gossips,500,North Indian,,,,,,,,,,
Shreedevi,550,Chinese,,,,,,,,,,
R Bhagat Tarrachand,600,North Indian,,,,,,,,,,
Moti Mahal Restaurant,550,North Indian,,,,,,,,,,
Uncle's Chinese Corner,700,Chinese,Mumbai,Marol,https://www.zomato.com/mumbai/uncles-chinese-corner-marol/info,148,Casual Dining,11am to 330pm,,,,
Chai And Games,450,Cafe,,,,,,,,,,
Suzette Creperie & Cafe,1500,Healthy Food,,,,,,,,,,
Lashkara By Punjab Sweet House,900,North Indian,,,,,,,,,,
Mumbai Magic,1000,North Indian,,,,,,,,,,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
Kakori House,1300,North Indian,,,,,,,,,,
La Celebrita Food Studio,650,Cafe,,,,,,,,,,
Chullas Gujrati Thali,500,Gujarati,Mumbai,Kandivali West,https://www.zomato.com/mumbai/chullas-gujrati-thali-kandivali-west/info,149,Quick Bites,1030am to 230pm,,,,
Craving Salad,500,Salad,,,,,,,,,,
Rajmanya- Seafood family restaurant,800,Maharashtrian,,,,,,,,,,
Choice Bakers,150,Bakery,,,,,,,,,,
Stomach To Heart - All Day Eatery,500,Italian,,,,,,,,,,
Sorriso Gourmet Kitchen,700,Italian,,,,,,,,,,
Status,800,North Indian,,,,,,,,,,
Al Fresco,600,Lebanese,,,,,,,,,,
Kobe Sizzlers,1200,American,,,,,,,,,,
Zoodles - Oriental Street Wok,700,Chinese,,,,,,,,,,
Khyber,2600,North Indian,,,,,,,,,,
Spice Palate,700,Pizza,,,,,,,,,,
Sammy's,250,Fast Food,,,,,,,,,,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
Ten One,1500,North Indian,,,,,,,,,,
Coco Mansion,1300,Italian,,,,,,,,,,
Jai Jawan,800,North Indian,,,,,,,,,,
The Chef's Wife,500,North Indian,Mumbai,Juhu,https://www.zomato.com/mumbai/the-chefs-wife-juhu/info,15,Quick Bites,12noon to 4pm,,,,
Kalinga,700,South Indian,,,,,,,,,,
Big Bang Cuurry,350,North Indian,,,,,,,,,,
The Harbour Bay - SeaFood Kitchen & Bar,2400,Seafood,,,,,,,,,,
Ferry Wharf,1500,Seafood,,,,,,,,,,
The Beer Cafe,1500,Finger Food,,,,,,,,,,
Jaffer Bhai's Delhi Darbar,1200,North Indian,,,,,,,,,,
Chaayos,500,Cafe,Mumbai,Powai,https://www.zomato.com/mumbai/chaayos-powai/info,15,Café,7am to 1am(Mon-Sun),Very Good,4.2,1043,
The Bayview Restaurant - Marine Plaza,2500,Continental,,,,,,,,,,
Highway Break,1000,Mughlai,,,,,,,,,,
The Craft Kitchen,650,Biryani,,,,,,,,,,
Bombay 63,1400,Continental,,,,,,,,,,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
And Chillies,800,Asian,,,,,,,,,,
Malwani Aswad,450,Malwani,,,,,,,,,,
Tipsy Panda Asian Kitchen + Bar,800,Asian,,,,,,,,,,
Monis Bar and Restaurant,1000,North Indian,,,,,,,,,,
Mama Kane,200,Maharashtrian,Mumbai,Dadar West,https://www.zomato.com/mumbai/mama-kane-dadar-west/info,150,Quick Bites,Closed(Mon),,,,
The Latin Mess,700,Mexican,,,,,,,,,,
TGI Fridays,1700,American,,,,,,,,,,
Uncle's Kitchen,300,Chinese,Mumbai,Malad West,https://www.zomato.com/mumbai/uncles-kitchen-malad-west/info,150,Casual Dining,NA,Good,3.7,1176,
Ram Krishna,550,North Indian,,,,,,,,,,
Cafe Marol,700,North Indian,,,,,,,,,,
Sudarshan Veg Restaurant,700,South Indian,,,,,,,,,,
Govindas,700,North Indian,,,,,,,,,,
Slush Café,350,Cafe,Mumbai,Mira Road,https://www.zomato.com/mumbai/slush-café-mira-road/info,150,Café,130pm to 12midnight(Mon-Sun),Very Good,4,330,
Veggie Table  - Hotel Sai Palace Grand,1500,Continental,,,,,,,,,,
Nexus Franky,150,Fast Food,Mumbai,Mira Road,https://www.zomato.com/mumbai/nexus-franky-mira-road/info,150,Quick Bites,5pm to 10pm(Mon-Sun),Very Good,4,63,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
Chai Point,250,Tea,,,,,,,,,,
Olde Bailey's,700,Cafe,,,,,,,,,,
Upper Deck,1000,North Indian,,,,,,,,,,
Cafe Am 2 Pm,500,Pizza,,,,,,,,,,
Dhaba Cafe,500,Fast Food,Mumbai,Ghatkopar East,https://www.zomato.com/mumbai/dhaba-cafe-2-ghatkopar-east/info,151,Quick Bites,10am to 12midnight(Mon-Sun),None,NEW,NEW,
Spork,700,Chinese,,,,,,,,,,
Lamba Restaurant & Bar,750,Seafood,,,,,,,,,,
Andawala,350,Fast Food,,,,,,,,,,
The French Connection Cake Shop,500,Bakery,,,,,,,,,,
BOGO Breakfast On The Go,300,Fast Food,,,,,,,,,,
Kebab Korner - InterContinental,3000,North Indian,,,,,,,,,,
Curry Coriander,1000,North Indian,,,,,,,,,,
Mamaji,350,Fast Food,Mumbai,Matunga East,https://www.zomato.com/mumbai/mamaji-matunga-east/info,151,Quick Bites,930am to 930pm(Mon-Sun),Good,3.8,241,
The States,600,North Indian,,,,,,,,,,
Jules - The European Kitchen,700,American,,,,,,,,,,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
Fresh Catch,1000,Konkan,,,,,,,,,,
Juss by Sindhful,1000,Sindhi,,,,,,,,,,
Pritam Fast Food,400,Chinese,,,,,,,,,,
Tirupati Dosa,300,South Indian,,,,,,,,,,
Satnam Fast Food,250,Fast Food,,,,,,,,,,
Amritsari Kulcha Junction,550,Street Food,,,,,,,,,,
Dakshin,1000,Chinese,,,,,,,,,,
Veg Saagar,600,South Indian,,,,,,,,,,
Waffles & More,300,Desserts,Mumbai,Chembur,https://www.zomato.com/mumbai/waffles-more-chembur/info,152,Dessert Parlor,1230pm to 1130pm(Mon-Thu),,,,
Patiala Junction,700,North Indian,,,,,,,,,,
Bite It,600,Burger,,,,,,,,,,
Chulha  Restrobar,1000,North Indian,,,,,,,,,,
The Veg Treat Royale,700,North Indian,,,,,,,,,,
Hugs & Mugs,700,Healthy Food,,,,,,,,,,
Uptown Food Shack,500,Italian,,,,,,,,,,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
Pizza Villa,700,Pizza,Mumbai,Bhayandar,https://www.zomato.com/mumbai/pizza-villa-bhayandar/info,153,Quick Bites,11am to 11pm(Mon-Sun),Good,3.7,50,
9 Tea's Cafe,400,Fast Food,,,,,,,,,,
Madas Cafe,400,Fast Food,,,,,,,,,,
Libon - The Cake Expert,500,Bakery,,,,,,,,,,
Bijoli Grill,1250,Bengali,Mumbai,Powai,https://www.zomato.com/mumbai/bijoli-grill-powai/info,153,Casual Dining,1230pm to 11pm(Mon-Sun),Good,3.8,813,
California Pizza Kitchen,2000,Italian,,,,,,,,,,
Cafe Vrindavan,500,South Indian,,,,,,,,,,
Curry And Combos Twist,650,North Indian,,,,,,,,,,
Rare Earth,1000,Cafe,,,,,,,,,,
Saibeni Gomantak,500,Malwani,,,,,,,,,,
Spicy Mumbai,300,Chinese,Mumbai,Dahisar East,https://www.zomato.com/mumbai/spicy-mumbai-1-dahisar-east/info,153,Quick Bites,12noon to 330pm,,,,
Persiana Hyderabadi Biryani,600,Biryani,,,,,,,,,,
Al Zaika Fast Food,300,Fast Food,Mumbai,Khar,https://www.zomato.com/mumbai/al-zaika-fast-food-khar/info,153,Quick Bites,9am to 11pm(Mon-Sun),Good,3.6,66,
Mumbai Bistro - The Café,700,Cafe,,,,,,,,,,
Nitin Bar & Restaurant,800,North Indian,,,,,,,,,,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
Hot Momos,150,Momos,Mumbai,Kharghar,https://www.zomato.com/mumbai/hot-momos-kharghar-navi-mumbai/info,154,Quick Bites,12noon to 11pm(Mon-Sun),Good,3.9,68,
Nirvana,1300,Fast Food,,,,,,,,,,
Shantanu,700,Chinese,Mumbai,Hiranandani Estate-- Thane West,https://www.zomato.com/mumbai/shantanu-hiranandani-estate-thane-west/info,154,Casual Dining,1130am to 330pm,,,,
Royal Punjab,700,Chinese,,,,,,,,,,
M&M Momo,200,Momos,Mumbai,Mazgaon,https://www.zomato.com/mumbai/m-m-momo-mazgaon/info,154,Quick Bites,12noon to 12midnight(Mon-Sun),Çok iyi,4.1,183,
Royal Treat Sip & Dine,800,Italian,,,,,,,,,,
Cafe Blue Bliss,400,Continental,,,,,,,,,,
Yoghurt Studio,200,Desserts,Mumbai,Infiniti Mall-- Malad West,https://www.zomato.com/mumbai/yoghurt-studio-1-malad-west/info,154,Dessert Parlor,11am to 11pm(Mon-Sun),Very Good,4.1,962,
Prasad Food Divine,750,North Indian,,,,,,,,,,
Hanuman Restaurant,650,North Indian,,,,,,,,,,
Charcoal Eats,500,Pizza,,,,,,,,,,
Juice Bar,400,Fast Food,,,,,,,,,,
K.3 Snacks,400,Fast Food,,,,,,,,,,
Eats,500,Seafood,,,,,,,,,,
"OTG Biryani, Kebabs & More",500,North Indian,,,,,,,,,,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
Naashta King,200,North Indian,Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/naashta-king-andheri-lokhandwala/info,155,none,8am to 11am(Mon-Sun),Good,3.8,22,
Hello Green,750,Healthy Food,Mumbai,Lower Parel,https://www.zomato.com/mumbai/hello-green-lower-parel/info,155,none,11am to 1030pm(Mon-Sun),Good,3.9,114,
TDT Cafe By Tasse de Thé,1100,Cafe,,,,,,,,,,
Sizzling China,900,Chinese,Mumbai,Mira Road,https://www.zomato.com/mumbai/sizzling-china-1-mira-road/info,155,Casual Dining,11am to 12midnight(Mon-Sun),Good,3.9,225,
Fork & Barrel,1100,North Indian,,,,,,,,,,
Birinj,600,Biryani,,,,,,,,,,
Foodie Bros,500,Biryani,,,,,,,,,,
That Italian Place,550,Italian,,,,,,,,,,
Mini Chowpatty,300,Desserts,Mumbai,Kalyan,https://www.zomato.com/mumbai/mini-chowpatty-kalyan-thane/info,155,Dessert Parlor,1230pm to 1230AM(Mon-Sun),Good,3.5,29,
Merwans,150,Desserts,Mumbai,Old Panvel,https://www.zomato.com/mumbai/merwans-old-panvel-navi-mumbai/info,155,Dessert Parlor,1030am to 1230AM(Mon-Sun),None,NEW,NEW,
Vardhan Restaurant and Bar,600,North Indian,,,,,,,,,,
Sanjha Chulha,400,Chinese,,,,,,,,,,
Kamaluddin Restaurant,500,Chinese,,,,,,,,,,
Hotel Paradise,550,Mughlai,,,,,,,,,,
Good Luck Restaurant,300,North Indian,,,,,,,,,,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
Babu's kitchen,450,Chinese,,,,,,,,,,
Golden China,250,Chinese,,,,,,,,,,
Cafe Rahmaniya,300,South Indian,,,,,,,,,,
Ravvy's Kitchen,500,Chinese,,,,,,,,,,
After Dusk Deliveries,600,North Indian,Mumbai,Manpada-- Thane West,https://www.zomato.com/mumbai/after-dusk-deliveries-manpada-thane-west-thane/info,156,none,Closed(Mon),,,,
Kashimira Fruit Cream Center,350,Fast Food,,,,,,,,,,
Zayka,400,Fast Food,,,,,,,,,,
The Urban Pantry,500,Italian,,,,,,,,,,
Parag Juice Center,250,Beverages,,,,,,,,,,
Street Food Co.,250,Fast Food,,,,,,,,,,
Creamy Heaven,300,Desserts,,,,,,,,,,
Bambaiya Tadka (BT Lounge),600,North Indian,,,,,,,,,,
Mr. Monk,300,Chinese,Mumbai,Borivali East,https://www.zomato.com/mumbai/mr-monk-borivali-east/info,156,Quick Bites,10am to 4am(Mon-Sun),Average,3.3,14,
Brews & Bites,300,Bakery,,,,,,,,,,
Priyanka Family Resto & Bar,800,North Indian,,,,,,,,,,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
Shree Krishna Fast Food,400,Fast Food,,,,,,,,,,
London Flavours,200,Desserts,,,,,,,,,,
Hot Fries,300,Fast Food,Mumbai,Mazgaon,https://www.zomato.com/mumbai/hot-fries-3-mazgaon/info,157,Quick Bites,12noon to 2am(Mon-Sun),Good,3.6,43,
Monginis,300,Bakery,,,,,,,,,,
Aditi,500,North Indian,,,,,,,,,,
Nootan,600,South Indian,,,,,,,,,,
Chaska,900,Chinese,,,,,,,,,,
The Bombay Dhaba,1000,North Indian,,,,,,,,,,
Kunjvihar Vada Pav Shop,100,Street Food,Mumbai,Naupada-- Thane West,https://www.zomato.com/mumbai/kunjvihar-vada-pav-shop-naupada-thane-west/info,157,Quick Bites,6am to 11pm(Mon-Sun),Good,3.9,574,
"Desserts R"" Us""",500,Bakery,,,,,,,,,,
Aditi Fast Food,600,North Indian,,,,,,,,,,
Radhe Shyam,600,Chinese,,,,,,,,,,
Fabcafe,700,Cafe,,,,,,,,,,
Sarangaa,500,Maharashtrian,,,,,,,,,,
Za'atar,500,Lebanese,Mumbai,Carter Road-- Bandra West,https://www.zomato.com/mumbai/zaatar-carter-road-bandra-west/info,157,none,12noon to 11pm(Mon-Sun),Very Good,4.2,185,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
Highway Gomantak,500,Malwani,,,,,,,,,,
Al Shawarma,300,Lebanese,,,,,,,,,,
Hotel Mayura,600,North Indian,,,,,,,,,,
Castello,600,Italian,,,,,,,,,,
Sasuraal,1000,North Indian,,,,,,,,,,
Westside Bistro,500,Italian,,,,,,,,,,
Captain's Gourmet,400,North Indian,,,,,,,,,,
Ganesh Chaat,300,Street Food,,,,,,,,,,
Malvan Samudra,600,Malwani,,,,,,,,,,
The Golden Wok,600,Chinese,Mumbai,Chembur,https://www.zomato.com/mumbai/the-golden-wok-chembur/info,158,Casual Dining,1130am to 330pm,,,,
Vividh NX Bar & Cafe,1000,North Indian,,,,,,,,,,
Cheezza Point,400,Fast Food,,,,,,,,,,
Yummyyyy Cakes & Chocolates,300,Bakery,Mumbai,Sion,https://www.zomato.com/mumbai/yummyyyy-cakes-chocolates-sion/info,158,Bakery,9am to 12midnight(Mon-Sun),None,NEW,NEW,
Milliways Broth Noodle & Bao,700,Asian,Mumbai,Grant Road,https://www.zomato.com/mumbai/milliways-broth-noodle-bao-grant-road/info,158,none,Closed(Mon),,,,
Hot & Spice,500,Chinese,,,,,,,,,,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
Plenty,1300,Cafe,Mumbai,Fort,https://www.zomato.com/mumbai/plenty-5-fort/info,159,Café,12noon to 11pm(Mon-Thu),,,,
The Post Office,800,Chinese,,,,,,,,,,
Fire Wings,700,BBQ,,,,,,,,,,
Crrave N Eat,600,Italian,,,,,,,,,,
Bhukkad Junction,600,North Indian,,,,,,,,,,
Sorriso Brasserie And Bar,1100,North Indian,,,,,,,,,,
Sandwich Point,200,Sandwich,,,,,,,,,,
Apoorva Delicacies,800,Chinese,,,,,,,,,,
China Valley,1200,Chinese,,,,,,,,,,
Cafe Alfa,600,North Indian,,,,,,,,,,
Golden Star Thali,800,Gujarati,,,,,,,,,,
The Cafe by Foodhall,800,Cafe,,,,,,,,,,
Riviera,1000,North Indian,,,,,,,,,,
ICEKREAMSKEE,250,Desserts,Mumbai,Juhu,https://www.zomato.com/mumbai/icekreamskee-juhu/info,159,none,6am to 11pm(Mon-Sun),Very Good,4.1,45,
Fit Food Company,700,Continental,,,,,,,,,,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
Gymkhana 91 Bar & Kitchen,1300,Modern Indian,,,,,,,,,,
Woodside Inn,1800,Continental,,,,,,,,,,
The Chocolate Room,600,Cafe,,,,,,,,,,
Dimsum (Momo) Express,400,Momos,,,,,,,,,,
Achija,850,North Indian,,,,,,,,,,
Konkani Haus Restaurant & Bar,800,North Indian,,,,,,,,,,
Silver Beach Cafe,2000,European,,,,,,,,,,
Bombay Bakehouse & Kitchen,800,Cafe,,,,,,,,,,
The Poshpit,1100,Cafe,,,,,,,,,,
Haji Ali Juice Center,600,Juices,,,,,,,,,,
H Lounge,700,Italian,,,,,,,,,,
Nawab Seekh Corner,250,North Indian,Mumbai,Kurla,https://www.zomato.com/mumbai/nawab-seekh-corner-kurla/info,16,Quick Bites,7pm to 4am(Mon-Sun),Good,3.7,137,
Shawarma Heaven,200,Lebanese,Mumbai,Malad West,https://www.zomato.com/mumbai/shawarma-heaven-malad-west/info,16,Quick Bites,2pm to 2am(Mon-Sun),Good,3.8,162,
Bonfire Burgers,500,Burger,,,,,,,,,,
The Daily Bar & Kitchen,2000,Mediterranean,,,,,,,,,,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
Mann Punjabi,600,North Indian,Mumbai,Mulund West,https://www.zomato.com/mumbai/mann-punjabi-mulund-west/info,160,Quick Bites,12noon to 12midnight(Mon-Sun),Good,3.9,248,
Cafe 2.0,300,Fast Food,,,,,,,,,,
Hungry Hop Sooo Punjabi,600,North Indian,Mumbai,Khar,https://www.zomato.com/mumbai/hungry-hop-sooo-punjabi-khar/info,160,Quick Bites,1pm to 4pm,,,,
The Bombay Curry,700,Lucknowi,,,,,,,,,,
UBQ  By Barbeque Nation,500,North Indian,,,,,,,,,,
The Wafflist,600,Cafe,,,,,,,,,,
Rolls Mania,300,Rolls,,,,,,,,,,
Da Paratha,600,North Indian,Mumbai,Mira Road,https://www.zomato.com/mumbai/da-paratha-2-mira-road/info,160,Casual Dining,11am to 5pm,,,,
Pro-Diet Kitchen,650,Salad,,,,,,,,,,
Mad About Burgers,500,Fast Food,,,,,,,,,,
Saladomania,350,Salad,Mumbai,Mahakali,https://www.zomato.com/mumbai/saladomania-mahakali/info,160,none,11am to 9pm(Mon-Sun),None,NEW,NEW,
Hashtag by H & A,700,Fast Food,,,,,,,,,,
Sardar Paaya House,300,North Indian,Mumbai,Sion,https://www.zomato.com/mumbai/sardar-paaya-house-sion/info,160,Dhaba,12noon to 5pm(Mon,,,,
Shiv Krishna,650,North Indian,,,,,,,,,,
Laziz Pizza,400,Pizza,,,,,,,,,,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
Arabian Chillies Restaurant,800,Chinese,,,,,,,,,,
Village 12-20 Pure Veg,500,Chinese,,,,,,,,,,
Dwarka Pure Veg Restaurant,500,South Indian,,,,,,,,,,
Candy Kisses,250,Bakery,Mumbai,Panch Pakhadi-- Thane West,https://www.zomato.com/mumbai/candy-kisses-panch-pakhadi-thane-west/info,161,Bakery,11am to 12midnight(Mon-Sun),Very Good,4.3,316,
Prince Shawarma,250,Lebanese,Mumbai,Mumbai Central,https://www.zomato.com/mumbai/prince-shawarma-mumbai-central/info,161,Quick Bites,4pm to 12midnight(Mon-Sun),Good,3.9,96,
Aaichi Rasoi,500,Maharashtrian,,,,,,,,,,
MalvanCha Kalvan,500,Malwani,,,,,,,,,,
Kokanastha Thali,400,Malwani,,,,,,,,,,
Aradhana Coastal Delight,850,Seafood,,,,,,,,,,
Kill No Kalorie,750,Cafe,,,,,,,,,,
"We, The Foodies",250,Fast Food,,,,,,,,,,
North Ka Tadka,150,North Indian,Mumbai,Marol,https://www.zomato.com/mumbai/north-ka-tadka-marol/info,161,Quick Bites,5pm to 1030pm(Mon-Sun),None,NEW,NEW,
Shobha,500,North Indian,,,,,,,,,,
Shri Sagar,500,North Indian,,,,,,,,,,
Sweet Passions,550,Bakery,,,,,,,,,,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
Khana Khazana,600,North Indian,,,,,,,,,,
Image,1200,North Indian,,,,,,,,,,
The Butter Kitchen At The Walk,800,North Indian,,,,,,,,,,
Chinese N Grill,900,Mughlai,,,,,,,,,,
Chota Chef,500,North Indian,,,,,,,,,,
China Land,800,Chinese,,,,,,,,,,
Delhi Belly,300,North Indian,Mumbai,Mulund West,https://www.zomato.com/mumbai/delhi-belly-mulund-west/info,162,Quick Bites,12noon to 12midnight(Mon-Sun),Very Good,4.1,154,
Singh Grill Chaap,300,North Eastern,Mumbai,Chembur,https://www.zomato.com/mumbai/singh-grill-chaap-1-chembur/info,162,Quick Bites,12noon to 12midnight(Mon-Sun),Very Good,4.1,161,
D Punjab,1000,North Indian,,,,,,,,,,
Sudama  All  Veg,750,South Indian,,,,,,,,,,
Wrap God,250,Wraps,,,,,,,,,,
Illuminate Pizza,400,Pizza,,,,,,,,,,
Beyond Waffles,250,Desserts,Mumbai,Tardeo,https://www.zomato.com/mumbai/beyond-waffles-tardeo/info,162,Dessert Parlor,1pm to 1130pm(Mon-Sun),Very Good,4,47,
David's Restaurant,400,Fast Food,,,,,,,,,,
Shivaay Pure Veg Restaurant,800,North Indian,,,,,,,,,,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
Kota Namkeen And Sweets,300,Fast Food,Mumbai,Malad East,https://www.zomato.com/mumbai/kota-namkeen-and-sweets-malad-east/info,163,Quick Bites,8am to 830pm(Mon-Sun),Good,3.5,30,
Malwani Kalwan,800,Malwani,,,,,,,,,,
Sidhivinayak Refreshment - Ladha Pattice,100,North Indian,,,,,,,,,,
SpiceBox,400,North Indian,Mumbai,Chakala,https://www.zomato.com/mumbai/spicebox-chakala/info,163,none,8am to 4pm,,,,
Food1(Shawarma),400,Lebanese,,,,,,,,,,
Food Burst Cafe,350,Chinese,,,,,,,,,,
Gargi's Milkshakes,250,Beverages,Mumbai,Kandivali West,https://www.zomato.com/mumbai/gargis-milkshakes-kandivali-west/info,163,Beverage Shop,11am to 12midnight(Mon-Sun),None,NEW,NEW,
Su-Veg,600,North Indian,,,,,,,,,,
Balaji Fast Food,250,Pizza,,,,,,,,,,
Chetana,800,Rajasthani,,,,,,,,,,
Dhuri Food Plaza,800,North Indian,,,,,,,,,,
Satu's Sweets Snacks & Namkeen,200,Fast Food,,,,,,,,,,
Manjeet Chole Puri Wala,100,North Indian,,,,,,,,,,
Nambiar's Kerala Kitchen,400,South Indian,,,,,,,,,,
Girgaon4,700,North Indian,,,,,,,,,,
NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,
Kepchaki Momos,750,Fast Food,,,,,,,,,,
Mangalore Tadka,550,Seafood,,,,,,,,,,
Brunch Food Studio,200,Chinese,,,,,,,,,,
210 Degrees,300,Bakery,,,,,,,,,,
China Garden,1500,Chinese,,,,,,,,,,
Hotel Sadanand,700,Chinese,,,,,,,,,,
Aura Always Veg,600,South Indian,,,,,,,,,,
Blossoms - Hotel Suncity,850,North Indian,,,,,,,,,,
mm Kanafeh,500,Turkish,,,,,,,,,,
Kale & Kaffé,500,Cafe,,,,,,,,,,
